income_am,profit_last_am,profit_am,damage_am,damage_inc,crd_lim_rec,cab_requests,married_cd,bar_no,age,client_segment,sect_empl,fam_adult_size,children_no,tenure_mts,tenure_yrs,claims_no,claims_am,nights_booked,shop_am,outcome_profit,outcome_damage_amount,score_pos,score_neg,male,female,cash/debitcard_use,creditcard_use,gluten_tolerant,gluten_intolerant,lactose_tolerant,lactose_intolerant,not_insured,insured,no_spa,spa,no_empl,empl,no_sport,sport,no_marketing_perm,marketing_perm,no_dining,dining,no_presidential,yes_presidential,no_prev_stay,perv_stay,no_prev_all_in_stay,yes_prev_all_in_stay,no_divorce,yes_divorce,no_company_card,company_card,no_shop_use,yes_shop_use,not_retired,yes_retired,no_gold_status,yes_gold_status,no_outcome_damage,outcome_damage
157697.0,8.0,31325.0,0.0,0,8000.0,3,1,14,45,3,0,2,0,242,20,0,0.0,4,0.0,11451.15,0.0,0.3788356675820024,0.2620597690658734,1,0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
227.0,0.0,4568.0,0.0,0,12500.0,8,1,12,26,1,0,3,0,51,4,0,0.0,33,0.0,556.6,0.0,0.0,0.0,1,0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
539.0,78.0,1769.0,0.0,0,0.0,12,1,10,51,1,0,2,0,91,29,0,0.0,2,0.0,1728.45,0.0,0.28757418752099373,0.097851366517262,1,0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
342.0,31.0,1703.0,0.0,0,9000.0,4,0,6,47,1,0,2,0,111,9,0,0.0,48,0.0,1445.7,1083.89,0.5750177770462396,0.1115056516618169,0,1,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0
227.0,0.0,1620.0,0.0,0,3000.0,9,1,3,65,1,0,1,0,223,40,0,0.0,40,0.0,1147.58,0.0,0.0,0.0,0,1,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
1067.0,324.0,1820.0,0.0,0,5000.0,6,0,9,29,1,0,1,0,161,13,0,0.0,17,0.0,757.89,0.0,0.30009504246578955,0.36199440606547206,0,1,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
701.0,166.0,2130.0,0.0,0,15000.0,11,1,6,44,1,0,3,5,68,6,0,0.0,56,0.0,2306.38,0.0,0.6216298016809958,0.5779385480722382,1,0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
692.0,985.5,1971.0,0.0,0,750.0,6,1,7,18,1,0,2,0,173,14,0,0.0,30,0.0,1350.55,458.48,0.0,0.0,1,0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0
298.0,0.0,1740.0,0.0,0,9000.0,2,1,6,54,4,6,3,0,40,25,0,0.0,17,0.0,1493.95,0.0,0.9609955359905432,0.6647893490391108,0,1,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
301.0,0.0,1680.0,0.0,0,1500.0,7,1,0,49,1,0,2,0,246,21,0,0.0,50,0.0,674.59,0.0,0.7749778707894585,0.8517880962482199,0,1,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
6606.0,3482.0,3482.0,0.0,0,0.0,3,0,9,69,2,0,1,0,41,25,3,786.0,4,0.0,2186.5,0.0,0.16143473686238904,0.852899986855195,1,0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0
554.0,124.0,1692.0,0.0,0,2500.0,1,1,7,67,1,0,1,0,94,29,0,0.0,91,0.0,1055.34,0.0,0.0,0.0,0,1,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0
1046.0,344.0,1703.0,0.0,0,12000.0,4,1,1,28,1,0,3,0,123,10,0,0.0,24,0.0,1635.58,0.0,0.0,0.0,0,1,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
22432.0,12.0,32570.0,0.0,0,6000.0,8,1,0,66,3,0,1,0,193,37,0,0.0,13,0.0,4127.24,0.0,0.3246271104450928,0.8938154273161877,1,0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
5374.0,678.0,5621.0,0.0,0,0.0,7,1,7,68,3,0,1,0,94,29,0,0.0,4,0.0,2784.23,0.0,0.2889066191981432,0.5023755778825869,0,1,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
422.0,28.0,3946.0,2945.0,1,5000.0,9,1,9,23,1,1,3,0,63,27,0,0.0,4,0.0,1776.44,921.84,0.0,0.0,1,0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0
227.0,0.0,1620.0,0.0,0,0.0,1,1,5,41,1,0,3,0,64,5,0,0.0,2,0.0,1406.61,0.0,0.91210444145941,0.9351849590745588,0,1,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
746.0,956.0,1912.0,1997.0,1,7000.0,4,1,7,24,2,0,3,0,95,29,0,0.0,16,0.0,1934.57,1778.55,0.0,0.0,0,1,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0
239.0,0.0,3966.0,0.0,2,0.0,9,1,0,49,2,0,2,1,242,20,0,0.0,28,0.0,1249.79,0.0,0.9209347277040936,0.2123010104083519,1,0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
675.0,30.0,1750.0,0.0,0,4000.0,11,1,5,55,1,0,2,0,100,30,0,0.0,87,0.0,1272.66,499.73,0.31710746743707546,0.5590029041734179,0,1,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0
519.0,922.0,1844.0,0.0,0,750.0,6,1,11,20,1,0,1,0,3,22,0,0.0,4,0.0,2183.0,679.55,0.3296763304115686,0.1750170209456774,0,1,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0
227.0,0.0,1620.0,0.0,0,0.0,5,1,8,61,1,0,1,0,95,8,0,0.0,3,0.0,1680.37,0.0,0.5411869198364735,0.42887924710046327,0,1,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0
329.0,40.0,2733.0,0.0,0,8500.0,8,1,9,46,1,0,2,1,130,32,0,0.0,77,0.0,1475.94,0.0,0.0,0.0,1,0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
240.0,0.0,1641.0,2651.0,2,15000.0,3,1,7,32,1,0,3,2,131,32,0,0.0,50,0.0,1558.62,0.0,0.7116277158884454,0.6582787803180207,0,1,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
1592.0,198.0,1977.0,0.0,0,4500.0,7,1,1,26,1,0,1,0,208,17,0,0.0,13,0.0,2334.08,0.0,0.3158748909217943,0.797524268653464,1,0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
951.0,119.0,9013.0,1939.0,3,15000.0,8,1,5,31,1,0,3,1,108,9,2,0.0,10,2128.523550797144,3968.79,0.0,0.0575321445946893,0.3459498592245881,1,0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0
1260.0,421.0,1874.0,0.0,0,4500.0,9,1,8,53,1,0,3,0,170,36,0,0.0,81,0.0,1853.11,597.88,0.0,0.0,1,0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0
231.0,0.0,1623.0,0.0,0,0.0,9,0,4,48,1,0,2,0,203,17,0,0.0,4,0.0,1939.8,367.02,0.0,0.0,1,0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0
1401.0,463.0,7583.0,1265.0,3,4500.0,8,1,2,34,1,1,3,2,12,22,0,0.0,28,0.0,1627.24,0.0,0.202897143137808,0.4295447222525179,1,0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
1204.0,0.0,8801.0,0.0,4,15000.0,9,1,10,36,1,0,3,2,242,20,0,0.0,70,3938.139721474284,1478.96,828.81,0.0,0.0,1,0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0
1666.0,383.0,2202.0,0.0,0,1500.0,12,1,0,53,2,0,3,0,68,27,0,0.0,4,2366.993536047258,2174.24,0.0,0.0,0.0,0,1,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0
299.0,1216.0,2432.0,0.0,0,3500.0,6,1,21,39,1,0,3,3,69,6,0,0.0,24,0.0,985.16,0.0,0.0,0.0,0,1,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
602.0,49.0,1864.0,0.0,0,0.0,5,1,3,66,1,0,1,0,89,29,0,0.0,13,0.0,1222.41,0.0,0.5518803228852825,0.2575436876746635,1,0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
575.0,969.0,1938.0,0.0,0,10000.0,10,1,0,54,1,0,3,0,94,29,0,0.0,60,1703.4413318445138,1136.25,0.0,0.6852081664712428,0.3761132264380903,0,1,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0
350.0,48.0,1685.0,27.0,1,0.0,7,1,9,41,1,0,3,2,39,46,0,0.0,4,0.0,2293.21,0.0,0.4557225174092454,0.1394371625808208,1,0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
230.0,811.5,1623.0,0.0,0,0.0,7,1,7,45,1,0,2,1,148,12,0,0.0,4,18.102692909737087,2020.78,250.13,0.4976954441682607,0.6047660210027139,1,0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0
227.0,0.0,1620.0,0.0,0,0.0,6,1,8,70,1,0,1,0,128,32,0,0.0,2,0.0,2085.28,0.0,0.6917894152329002,0.3133900876245978,0,1,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0
493.0,58.0,1665.0,0.0,0,4000.0,3,1,6,31,1,0,2,0,233,19,0,0.0,65,0.0,1217.86,0.0,0.38561693186187945,0.4978576927753413,0,1,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
227.0,0.0,1620.0,0.0,0,0.0,7,0,3,38,1,0,3,2,78,7,0,0.0,26,0.0,1224.82,281.0,0.0,0.0,0,1,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0
244.0,7.0,7294.0,0.0,4,12500.0,8,1,8,41,4,6,3,1,239,20,0,0.0,2,0.0,5469.02,1645.48,0.526910590960173,0.3095441134941811,0,1,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0
319.0,18.0,2003.0,44.0,1,7000.0,9,1,9,56,1,0,2,0,39,46,0,0.0,53,0.0,1176.8,0.0,0.38095072048521467,0.7076829743159286,1,0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0
238.0,4.0,2070.0,0.0,0,3000.0,7,1,8,50,1,0,3,0,86,29,0,0.0,78,0.0,982.25,0.0,0.6637718663383425,0.301867155121002,0,1,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
227.0,0.0,1620.0,0.0,0,0.0,3,1,0,30,1,0,2,0,124,32,0,0.0,4,0.0,1433.21,0.0,0.7267206758829818,0.7114820226342624,0,1,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
3503.0,508.0,3457.0,0.0,0,15000.0,5,1,0,64,3,0,1,0,170,36,0,0.0,75,10198.76620899306,1302.76,0.0,0.0,0.0,0,1,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0
9753.0,208.0,5406.0,0.0,0,0.0,9,1,3,54,2,0,2,0,145,12,0,0.0,4,0.0,3075.33,0.0,0.5747668218483637,0.5808354423898612,1,0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0
250.0,912.0,1824.0,0.0,0,3500.0,10,1,7,64,1,0,1,0,202,38,0,0.0,22,0.0,1349.27,282.93,0.5953838660471364,0.68302924402342,1,0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0
227.0,810.0,1620.0,0.0,0,1500.0,8,1,3,43,1,0,2,0,199,38,0,0.0,34,0.0,1040.07,403.83,0.7139596203004109,0.4362394067797827,0,1,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0
227.0,0.0,1677.0,0.0,0,0.0,4,1,1,31,1,0,1,0,17,22,0,0.0,3,0.0,1277.68,0.0,0.0,0.0238574936743352,0,1,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
229.0,0.0,1655.0,0.0,0,0.0,8,1,4,23,1,0,2,0,16,1,0,0.0,3,0.0,1151.47,806.89,0.0,0.0,1,0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0
614.0,38.0,4767.0,0.0,0,5500.0,12,1,3,35,1,1,2,2,194,16,3,686.0,67,1093.2535601493862,895.87,0.0,0.1205829531331831,0.0836416041659967,0,1,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0
513.0,37.0,2484.0,2006.0,4,6000.0,3,1,8,30,1,0,3,1,156,34,1,0.0,77,907.4340793585692,1993.39,0.0,0.1815991883864742,0.8048998000589981,0,1,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0
2375.0,9.0,5910.0,484.0,2,8500.0,8,1,11,36,2,1,3,2,199,17,0,0.0,99,2047.101971204493,1293.76,0.0,0.0,0.0,1,0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0
227.0,0.0,1620.0,0.0,0,0.0,8,1,2,31,1,0,2,0,157,34,0,0.0,1,0.0,2732.17,144.38,0.3504267270021908,0.392899936311984,1,0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0
331.0,27.0,1699.0,0.0,0,3000.0,2,0,5,46,1,1,2,0,43,25,0,0.0,5,0.0,1697.06,0.0,0.9590653162497799,0.5624246026533756,1,0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
227.0,0.0,1620.0,0.0,0,4500.0,2,1,4,28,1,0,3,3,227,19,0,0.0,27,0.0,1175.48,0.0,0.8285577035902795,0.0428351861433801,0,1,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
249.0,0.0,1931.0,0.0,0,0.0,7,1,2,27,1,0,2,0,242,20,0,0.0,4,0.0,1547.79,0.0,0.1581372964953694,0.2253676612638293,1,0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
4256.0,0.0,3008.0,0.0,0,0.0,10,1,3,44,2,1,3,2,110,31,0,0.0,2,0.0,3724.65,0.0,0.8952825488867449,0.6918777810666784,1,0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
869.0,2.0,1968.0,0.0,0,1500.0,7,0,4,55,1,0,1,0,128,32,0,0.0,13,0.0,1426.95,0.0,0.8847959090177884,0.7555886345770562,1,0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0
227.0,810.0,1620.0,0.0,0,0.0,7,1,4,23,1,0,1,0,117,10,0,0.0,1,0.0,2676.55,0.0,0.6213371596458429,0.1855795299829296,0,1,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
